"ID";"Intercept";"E-046";"J-078";"J-088";"J-059";"J-043";"J-067";"J-048";"J-076";"E-045";"J-092";"E-005";"J-068";"adj.R2";"df";"LL";"AICc";"ΔAICc";"weight"
"3973";25,5475769520997;NA;NA;"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";0,113676427049557;8;-521,840272876291;1060,80554575258;12,8439728372916;5.65385137326051e-05
"711";24,7924146352577;NA;"+";"+";NA;NA;NA;"+";"+";NA;"+";NA;NA;0,0989474221720312;7;-522,968706708749;1060,80563047176;12,8440575564719;5.65361188350617e-05
"3687";24,047355966897;NA;"+";"+";NA;NA;"+";"+";NA;NA;"+";"+";"+";0,128364928966462;9;-520,696119530762;1060,80956189617;12,8479889808782;5.64250942532853e-05
"2886";25,1088530907696;"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";NA;"+";0,113589310987059;8;-521,847002049101;1060,8190040982;12,8574311829104;5.61593335187323e-05
"526";24,8028802258411;"+";NA;"+";"+";NA;NA;NA;NA;NA;"+";NA;NA;0,084069544540382;6;-524,089981573782;1060,82611699372;12,8645440784271;5.59599605228961e-05
"2583";24,7104452616328;NA;"+";"+";NA;"+";NA;NA;NA;NA;"+";NA;"+";0,0988111639394686;7;-522,979059569273;1060,82633619281;12,8647632775194;5.5953827672706e-05
"2040";24,855887171222;"+";"+";"+";NA;"+";"+";"+";"+";"+";"+";"+";NA;0,172291539079812;12;-517,155811678514;1060,82775238929;12,8661794739953;5.59142208903249e-05
"2746";24,2887894210289;"+";NA;NA;"+";"+";"+";NA;"+";NA;"+";NA;"+";0,128216950288582;9;-520,707742071603;1060,83280697785;12,8712340625618;5.57730876172939e-05
"840";25,018464939463;"+";"+";"+";NA;NA;NA;"+";NA;"+";"+";NA;NA;0,113497215129084;8;-521,854115161335;1060,83323032267;12,8716574073787;5.57612832428853e-05
"1781";24,5172599157297;NA;NA;"+";NA;"+";"+";"+";"+";NA;"+";"+";NA;0,128202809103266;9;-520,708852645312;1060,83502812527;12,8734552099793;5.57111818743395e-05
"4090";24,8811971830311;"+";NA;NA;"+";"+";"+";"+";"+";"+";"+";"+";"+";0,172246743731411;12;-517,15951682804;1060,83516268834;12,8735897730476;5.57074336666481e-05
"3909";25,1938379393873;NA;NA;"+";NA;NA;NA;"+";NA;"+";"+";"+";"+";0,113424122180764;8;-521,859760039854;1060,84452007971;12,8829471644169;5.54474043106016e-05
"1722";24,3117481204657;"+";NA;NA;"+";"+";"+";NA;"+";NA;"+";"+";NA;0,128099859493544;9;-520,71693721911;1060,85119727286;12,8896243575743;5.52625964673473e-05
"4024";24,8787760691179;"+";"+";"+";NA;"+";"+";NA;"+";"+";"+";"+";"+";0,172078737497903;12;-517,17341131207;1060,8629516564;12,9013787411081;5.49387601465967e-05
"1807";25,2557053444282;NA;"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";NA;0,113286369780509;8;-521,870397224054;1060,86579444811;12,9042215328184;5.48607258925598e-05
"2032";24,7222120579191;"+";"+";"+";"+";NA;"+";"+";"+";"+";"+";"+";NA;0,172040817009487;12;-517,176547029826;1060,86922309191;12,9076501766201;5.47667575177e-05
"758";24,4995411940347;"+";NA;"+";NA;"+";"+";"+";"+";NA;"+";NA;NA;0,127965856613779;9;-520,727458959306;1060,87224075326;12,9106678379665;5.46841860629239e-05
"1669";25,5751119516217;NA;NA;"+";NA;NA;NA;NA;"+";NA;"+";"+";NA;0,0836883990281526;6;-524,118466951526;1060,88308774921;12,9215148339144;5.43884092879779e-05
"524";24,3462081748544;"+";"+";NA;"+";NA;NA;NA;NA;NA;"+";NA;NA;0,0836831645635861;6;-524,118858073215;1060,88386999258;12,9222970772937;5.4367140960964e-05
"3698";24,5101624092353;"+";NA;NA;NA;"+";"+";"+";NA;NA;"+";"+";"+";0,127867516037478;9;-520,735179511493;1060,88768185763;12,9261089423405;5.4263619542558e-05
"1708";24,0360722643431;"+";"+";NA;"+";NA;"+";NA;"+";NA;"+";"+";NA;0,127857763976243;9;-520,735945081891;1060,88921299843;12,9276400831368;5.4222092819584e-05
"3750";24,6465302499818;"+";NA;"+";NA;NA;"+";NA;"+";NA;"+";"+";"+";0,127756484271721;9;-520,743895381741;1060,90511359813;12,9435406828372;5.37927200060903e-05
"3056";24,7179496453825;"+";"+";"+";"+";NA;"+";"+";"+";"+";"+";NA;"+";0,171796876751738;12;-517,196715485484;1060,90956000323;12,9479870879352;5.36732607341389e-05
"4079";24,7277391633733;NA;"+";"+";"+";NA;"+";"+";"+";"+";"+";"+";"+";0,171775183210172;12;-517,198508773336;1060,91314657893;12,9515736636404;5.35770953795079e-05
"586";24,4635970217431;"+";NA;NA;"+";NA;NA;"+";NA;NA;"+";NA;NA;0,0834831478068057;6;-524,133801747894;1060,91375734194;12,952184426651;5.3560736423459e-05
"3591";24,6019062901492;NA;"+";"+";NA;NA;NA;NA;NA;NA;"+";"+";"+";0,0981994905803421;7;-523,025515063544;1060,91924718135;12,9576742660611;5.34139180970771e-05
"2809";24,1924854290105;NA;NA;NA;"+";"+";"+";"+";"+";NA;"+";NA;"+";0,127640035685078;9;-520,753035275093;1060,92339338483;12,9618204695412;5.33033003111066e-05
"3846";25,2325232874238;"+";NA;"+";NA;NA;NA;NA;NA;"+";"+";"+";"+";0,112907535138063;8;-521,899642165794;1060,92428433159;12,9627114162984;5.32795603979693e-05
"1666";25,2174876853314;"+";NA;NA;NA;NA;NA;NA;"+";NA;"+";"+";NA;0,0833964840093922;6;-524,140275571247;1060,92670498865;12,9651320733565;5.32151136347495e-05
"763";23,8492280135748;NA;"+";NA;"+";"+";"+";"+";"+";NA;"+";NA;NA;0,127583418371348;9;-520,757478651526;1060,9322801377;12,9707072224064;5.30669791035845e-05
"1646";24,2379216195603;"+";NA;"+";"+";NA;"+";"+";NA;NA;"+";"+";NA;0,127560413557289;9;-520,759284007161;1060,93589084897;12,9743179336776;5.29712607626161e-05
"762";24,1779999405981;"+";NA;NA;"+";"+";"+";"+";"+";NA;"+";NA;NA;0,127537420408467;9;-520,761088399797;1060,93949963424;12,9779267189488;5.28757659907407e-05
"3769";24,2871444735841;NA;NA;NA;"+";"+";"+";NA;"+";NA;"+";"+";"+";0,127536373348573;9;-520,761170566931;1060,93966396851;12,9780910532172;5.28714215190682e-05
"1766";24,6168946337528;"+";NA;"+";NA;NA;"+";"+";"+";NA;"+";"+";NA;0,127493964221672;9;-520,76449850424;1060,94631984313;12,9847469278347;5.26957611982173e-05
"908";25,2197360619521;"+";"+";NA;"+";NA;NA;NA;"+";"+";"+";NA;NA;0,112759408156214;8;-521,911073746988;1060,94714749398;12,9855745786854;5.26739588639186e-05
"543";24,8284655588088;NA;"+";"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;0,0980113444244199;7;-523,039798093056;1060,94781324037;12,9862403250841;5.26564280326434e-05
"1546";24,8173891632498;"+";NA;NA;"+";NA;NA;NA;NA;NA;"+";"+";NA;0,0832388965437948;6;-524,152045855906;1060,95024555797;12,988672642676;5.25924283792868e-05
"2791";24,1773656999865;NA;"+";"+";NA;NA;"+";"+";"+";NA;"+";NA;"+";0,127454784354797;9;-520,767572890747;1060,95246861614;12,9908957008495;5.25340028422573e-05
"1881";25,5614851384473;NA;NA;NA;"+";"+";NA;"+";NA;"+";"+";"+";NA;0,112716945745087;8;-521,914350397765;1060,95370079553;12,9921278802399;5.25016471524856e-05
"3923";24,9819637425669;NA;"+";NA;NA;"+";NA;"+";NA;"+";"+";"+";"+";0,127423727997125;9;-520,770009739408;1060,95734231346;12,9957693981717;5.24061412806796e-05
"3867";24,9952112448461;NA;"+";NA;"+";"+";NA;NA;NA;"+";"+";"+";"+";0,127413716019531;9;-520,770795314478;1060,9589134636;12,9973405483106;5.23649884890223e-05
"2797";24,2387228594792;NA;NA;"+";"+";NA;"+";"+";"+";NA;"+";NA;"+";0,127411100538886;9;-520,771000532829;1060,9593239003;12,9977509850123;5.2354243335031e-05
"3906";25,0128519960153;"+";NA;NA;NA;NA;NA;"+";NA;"+";"+";"+";"+";0,112647761958519;8;-521,919688692211;1060,96437738442;13,0028044691312;5.22221246516149e-05
"2046";24,8971259400512;"+";NA;"+";"+";"+";"+";"+";"+";"+";"+";"+";NA;0,171419907375166;12;-517,227870828513;1060,97187068928;13,0102977739925;5.20268325755697e-05
"1542";25,1785365528774;"+";NA;"+";NA;NA;NA;NA;NA;NA;"+";"+";NA;0,0830922850409916;6;-524,162994524766;1060,97214289569;13,0105699803955;5.20197520389451e-05
"784";25,1093447700148;"+";"+";"+";"+";NA;NA;NA;NA;"+";"+";NA;NA;0,112569994976882;8;-521,925688778504;1060,97637755701;13,0148046417175;5.19097255453141e-05
"3027";24,9918242830927;NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";NA;"+";0,127297680173663;9;-520,77989923894;1060,97712131253;13,0155483972358;5.18904250618351e-05
"1818";25,5616747505556;"+";NA;NA;"+";"+";NA;NA;NA;"+";"+";"+";NA;0,112559449215447;8;-521,926502392848;1060,9780047857;13,0164318704051;5.1867508224667e-05
"3813";24,5729683652003;NA;NA;"+";NA;NA;"+";"+";"+";NA;"+";"+";"+";0,127288517191329;9;-520,780618095407;1060,97855902546;13,0169861101699;5.18531366982966e-05
"1563";24,8813161618084;NA;"+";NA;"+";"+";NA;NA;NA;NA;"+";"+";NA;0,0977874680713999;7;-523,056789684835;1060,98179642393;13,0202235086435;5.17692699613204e-05
"858";25,5679568590132;"+";NA;NA;"+";"+";NA;"+";NA;"+";"+";NA;NA;0,11251934412614;8;-521,929596445887;1060,98419289177;13,0226199764827;5.17072754154621e-05
"3762";24,4891892732957;"+";NA;NA;NA;"+";"+";NA;"+";NA;"+";"+";"+";0,127231740400524;9;-520,785072193504;1060,98746722165;13,0258943063632;5.1622691334935e-05
"2755";24,2278568628528;NA;"+";NA;NA;NA;NA;"+";"+";NA;"+";NA;"+";0,0977493612422351;7;-523,059681467336;1060,98757998893;13,0260070736442;5.16197807417195e-05
"289";26,1945672410541;NA;NA;NA;NA;NA;"+";NA;NA;"+";NA;NA;NA;0,0534170806611641;4;-526,343818743911;1060,99066779085;13,0290948755619;5.15401464023222e-05
"3825";24,4327067648517;NA;NA;NA;NA;"+";"+";"+";"+";NA;"+";"+";"+";0,127202823780316;9;-520,787340570096;1060,99200397484;13,0304310595466;5.15057243430583e-05
"2971";24,9997425026794;NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";NA;"+";0,127196440671721;9;-520,787841285648;1060,99300540594;13,0314324906515;5.14799410814183e-05
"2844";24,9921485585296;"+";"+";NA;"+";"+";NA;NA;NA;"+";"+";NA;"+";0,127193403305892;9;-520,788079547004;1060,99348192865;13,0319090133623;5.14676768619814e-05
"2900";24,9710900926258;"+";"+";NA;NA;"+";NA;"+";NA;"+";"+";NA;"+";0,127178362110259;9;-520,789259417577;1060,9958416698;13,0342687545092;5.14069874744211e-05
"1785";24,1979503256352;NA;NA;NA;"+";"+";"+";"+";"+";NA;"+";"+";NA;0,1270968078181;9;-520,795656394934;1061,00863562451;13,0470627092225;5.10791877212058e-05
"2802";24,4202657444282;"+";NA;NA;NA;"+";"+";"+";"+";NA;"+";NA;"+";0,127046370623498;9;-520,799612302127;1061,0165474389;13,0549745236081;5.08775223428498e-05
"2580";24,6726764608098;"+";"+";NA;NA;"+";NA;NA;NA;NA;"+";NA;"+";0,0975566010196064;7;-523,074307438027;1061,01683193032;13,0552590150266;5.08702857482963e-05
"3651";24,0873385755759;NA;"+";NA;NA;NA;NA;"+";NA;NA;"+";"+";"+";0,0975055914825504;7;-523,078177340585;1061,02457173543;13,0629988201431;5.06738031288499e-05
"1931";25,3368762939492;NA;"+";NA;"+";NA;NA;NA;"+";"+";"+";"+";NA;0,112248271318955;8;-521,950505680075;1061,02601136015;13,0644384448588;5.06373406237948e-05
"861";25,7162060811368;NA;NA;"+";"+";"+";NA;"+";NA;"+";"+";NA;NA;0,112219788924475;8;-521,952702302566;1061,03040460513;13,0688316898409;5.05262315794827e-05
"2707";24,6305840006088;NA;"+";NA;NA;"+";NA;NA;"+";NA;"+";NA;"+";0,0973601522258811;7;-523,089210072156;1061,04663719858;13,0850642832852;5.01178053878733e-05
"798";25,6956029689016;"+";NA;"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;0,112048462986821;8;-521,965913835181;1061,05682767036;13,0952547550719;4.98630928083622e-05
"4028";24,5958694661611;"+";"+";NA;"+";"+";"+";NA;"+";"+";"+";"+";"+";0,170865431209457;12;-517,273670819582;1061,06347067142;13,1018977561312;4.9697747268851e-05
"985";25,7068691352444;NA;NA;NA;"+";"+";NA;"+";"+";"+";"+";NA;NA;0,111987392847693;8;-521,970622547807;1061,06624509561;13,1046721803232;4.96288537487057e-05
"1821";25,7301369237262;NA;NA;"+";"+";"+";NA;NA;NA;"+";"+";"+";NA;0,111957409191187;8;-521,972934269858;1061,07086853972;13,1092956244258;4.95142581407433e-05
"922";25,6785024333581;"+";NA;NA;"+";"+";NA;NA;"+";"+";"+";NA;NA;0,111884089451858;8;-521,978586849458;1061,08217369892;13,1206007836261;4.92351643981854e-05
"904";25,5543942003926;"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";NA;NA;0,111882560903357;8;-521,978704687823;1061,08240937565;13,1208364603549;4.92293629487642e-05
"1778";24,4401126355674;"+";NA;NA;NA;"+";"+";"+";"+";NA;"+";"+";NA;0,126615637805705;9;-520,83338638187;1061,08409559839;13,122522683095;4.91878746052268e-05
"1867";24,9004618460192;NA;"+";NA;"+";NA;NA;"+";NA;"+";"+";"+";NA;0,111709358281865;8;-521,99205585535;1061,1091117107;13,1475387954094;4.85764616724094e-05
"1945";25,7014659503456;NA;NA;NA;"+";"+";NA;NA;"+";"+";"+";"+";NA;0,111628720663462;8;-521,998270845607;1061,12154169121;13,1599687759242;4.82754956555702e-05
"3748";24,159319441256;"+";"+";NA;NA;NA;"+";NA;"+";NA;"+";"+";"+";0,126174028423474;9;-520,867996021325;1061,1533148773;13,1917419620045;4.75146223471918e-05
"1764";24,1443606940114;"+";"+";NA;NA;NA;"+";"+";"+";NA;"+";"+";NA;0,126118626061245;9;-520,872336759556;1061,16199635376;13,2004234384667;4.73088207979014e-05
"1874";25,590520478902;"+";NA;NA;NA;"+";NA;"+";NA;"+";"+";"+";NA;0,11135755823891;8;-522,019166035693;1061,16333207139;13,2017591560955;4.72772357332894e-05
"3630";24,2216113168957;"+";NA;"+";"+";NA;"+";NA;NA;NA;"+";"+";"+";0,126085819994407;9;-520,874906963416;1061,16713676148;13,205563846187;4.71873836100821e-05
"3755";23,9801089234545;NA;"+";NA;"+";NA;"+";NA;"+";NA;"+";"+";"+";0,126043400388803;9;-520,878230200688;1061,17378323602;13,2122103207307;4.70308290162202e-05
"3715";24,6462552818684;NA;"+";NA;NA;NA;NA;NA;"+";NA;"+";"+";"+";0,0964980883114456;7;-523,154568063217;1061,1773531807;13,2157802654071;4.69469551659037e-05
"1607";24,6254433492413;NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";"+";NA;0,0964802294825395;7;-523,155921383979;1061,18005982222;13,2184869069306;4.68834638485272e-05
"925";25,8759905665844;NA;NA;"+";"+";"+";NA;NA;"+";"+";"+";NA;NA;0,111212078078825;8;-522,030373795679;1061,18574759136;13,2241746760674;4.67503220987933e-05
"1771";23,9560596278603;NA;"+";NA;"+";NA;"+";"+";"+";NA;"+";"+";NA;0,125934889153482;9;-520,886730455608;1061,19078374586;13,2292108305703;4.66327492670788e-05
"1860";24,9439999759574;"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";"+";NA;0,111171406268108;8;-522,033506815187;1061,19201363037;13,2304407150841;4.66040816343717e-05
"4016";24,7105719014386;"+";"+";"+";"+";NA;"+";NA;"+";"+";"+";"+";"+";0,1700841284147;12;-517,3381548652;1061,19243876266;13,2308658473671;4.65941762373738e-05
"3015";25,0180570730783;NA;"+";"+";NA;NA;NA;"+";"+";"+";"+";NA;"+";0,125834338856465;9;-520,894606146966;1061,20653512858;13,2449622132874;4.62669265708646e-05
"844";24,7857279507293;"+";"+";NA;"+";NA;NA;"+";NA;"+";"+";NA;NA;0,111037855082496;8;-522,043793484958;1061,21258696992;13,2510140546244;4.61271381225239e-05
"540";24,7981403315593;"+";"+";NA;"+";"+";NA;NA;NA;NA;"+";NA;NA;0,0962298388527468;7;-523,174892872559;1061,21800279938;13,2564298840919;4.60023987336163e-05
"2790";24,4759917471814;"+";NA;"+";NA;NA;"+";"+";"+";NA;"+";NA;"+";0,125717959647101;9;-520,903720521557;1061,22476387776;13,2631909624699;4.58471483847025e-05
"1559";25,3075510898273;NA;"+";"+";NA;"+";NA;NA;NA;NA;"+";"+";NA;0,0961729034400284;7;-523,179205997092;1061,22662904845;13,2650561331575;4.58044119368548e-05
"2959";25,027783924687;NA;"+";"+";"+";NA;NA;NA;"+";"+";"+";NA;"+";0,125674871808269;9;-520,907094688716;1061,23151221208;13,269939296787;4.56927131340061e-05
"1731";24,7319845834907;NA;"+";NA;NA;NA;NA;"+";"+";NA;"+";"+";NA;0,0961155351538997;7;-523,183551639151;1061,23532033257;13,2737474172752;4.56057942311562e-05
"667";24,7687687680669;NA;"+";NA;"+";"+";NA;NA;"+";NA;"+";NA;NA;0,096097051932728;7;-523,184951682628;1061,23812041952;13,2765475042286;4.55419888120467e-05
"3693";24,1309238841213;NA;NA;"+";"+";NA;"+";"+";NA;NA;"+";"+";"+";0,125612338221046;9;-520,911991338077;1061,2413055108;13,2797325955091;4.5469518837502e-05
"3952";24,5677266597205;"+";"+";"+";"+";NA;"+";"+";NA;"+";"+";"+";"+";0,169717752337828;12;-517,368372454339;1061,25287394094;13,2913010256464;4.52072725371478e-05
"1600";24,252048152838;"+";"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";NA;0,140180606631363;10;-519,761669057244;1061,26936986052;13,3077969452283;4.48359382512482e-05
"2757";24,8816534572222;NA;NA;"+";NA;NA;NA;"+";"+";NA;"+";NA;"+";0,0958605654796619;7;-523,202862232246;1061,27394151876;13,3123686034648;4.47335680030704e-05
"863";25,2288833765612;NA;"+";"+";"+";"+";NA;"+";NA;"+";"+";NA;NA;0,12540389811766;9;-520,928310568987;1061,27394397262;13,3123710573295;4.47335131180427e-05
"1800";25,3897319036632;"+";"+";"+";NA;NA;NA;NA;NA;"+";"+";"+";NA;0,110625406644811;8;-522,075552236684;1061,27610447337;13,3145315580778;4.46852158150479e-05
"3686";24,4115954004;"+";NA;"+";NA;NA;"+";"+";NA;NA;"+";"+";"+";0,125300491034297;9;-520,936405092797;1061,29013302024;13,3285601049492;4.43728781841438e-05
"978";25,7248356259654;"+";NA;NA;NA;"+";NA;"+";"+";"+";"+";NA;NA;0,110511054500233;8;-522,084354806901;1061,2937096138;13,332136698511;4.42935972190041e-05
"3863";25,3280224264276;NA;"+";"+";NA;"+";NA;NA;NA;"+";"+";"+";"+";0,125273690060035;9;-520,938502869645;1061,29432857394;13,3327556586448;4.42798913545287e-05
"4086";25,124330806893;"+";NA;"+";NA;"+";"+";"+";"+";"+";"+";"+";"+";0,169448872277446;12;-517,390540389309;1061,29720981088;13,3356368955858;4.42161468519502e-05
"854";25,7287179828528;"+";NA;"+";NA;"+";NA;"+";NA;"+";"+";NA;NA;0,110474930052911;8;-522,087135350294;1061,29927070059;13,337697785297;4.41706080175511e-05
"973";25,7159597172278;NA;NA;"+";"+";NA;NA;"+";"+";"+";"+";NA;NA;0,110469289120472;8;-522,087569529653;1061,30013905931;13,338566144015;4.41514342140119e-05
"2649";24,5957017326155;NA;NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;"+";0,0955743557897911;7;-523,224532361716;1061,3172817777;13,3557088624048;4.37746136516147e-05
"3595";24,196857291796;NA;"+";NA;"+";NA;NA;NA;NA;NA;"+";"+";"+";0,095571858953498;7;-523,224721377446;1061,31765980916;13,3560868938657;4.37663403429561e-05
"3811";24,0879305556779;NA;"+";NA;NA;NA;"+";"+";"+";NA;"+";"+";"+";0,125122986814603;9;-520,950297579754;1061,31791799415;13,356345078862;4.37606908014119e-05
"2608";23,7509230828694;"+";"+";"+";"+";NA;"+";NA;NA;NA;"+";NA;"+";0,125107591104711;9;-520,951502402551;1061,32032763975;13,3587547244572;4.37079986722087e-05
"1927";25,7709962318268;NA;"+";"+";NA;NA;NA;NA;"+";"+";"+";"+";NA;0,110287943516845;8;-522,101526131408;1061,32805226282;13,3664793475255;4.35395103514467e-05
"2631";23,9988595286296;NA;"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;"+";0,0954957977735901;7;-523,230479117943;1061,32917529015;13,3676023748599;4.35150691839878e-05
"1804";25,0316657294879;"+";"+";NA;"+";NA;NA;NA;NA;"+";"+";"+";NA;0,110260295233244;8;-522,103653730732;1061,33230746146;13,3707345461742;4.34469741934806e-05
"2769";24,8182091651673;NA;NA;NA;NA;"+";NA;"+";"+";NA;"+";NA;"+";0,0954684897697509;7;-523,232546183163;1061,33330942059;13,371736505298;4.34252135986435e-05
"624";23,7300074031998;"+";"+";"+";"+";NA;"+";"+";NA;NA;"+";NA;NA;0,124994886870471;9;-520,960321657823;1061,33796615029;13,3763932350014;4.33242214765032e-05
"2840";25,2693495601466;"+";"+";"+";NA;"+";NA;NA;NA;"+";"+";NA;"+";0,12496418691292;9;-520,962723773314;1061,34277038127;13,3811974659832;4.32202765867599e-05
"2645";24,8134462295056;NA;NA;"+";NA;"+";NA;"+";NA;NA;"+";NA;"+";0,0953588407802951;7;-523,240845378681;1061,34990781163;13,3883348963348;4.30663106235434e-05
"2967";25,290000778763;NA;"+";"+";NA;"+";NA;NA;"+";"+";"+";NA;"+";0,124907349790893;9;-520,967170766624;1061,35166436789;13,3900914526039;4.30285030298082e-05
"1924";25,4180254952891;"+";"+";NA;NA;NA;NA;NA;"+";"+";"+";"+";NA;0,110110423951325;8;-522,11518552243;1061,35537104486;13,3937981295703;4.2948830502154e-05
"4078";24,9178429165661;"+";NA;"+";"+";NA;"+";"+";"+";"+";"+";"+";"+";0,169074236452014;12;-517,421415448398;1061,35895992905;13,3973870137629;4.28718304194709e-05
"1770";24,2038853353757;"+";NA;NA;"+";NA;"+";"+";"+";NA;"+";"+";NA;0,124788886088966;9;-520,976438557391;1061,37019994943;13,4086270341377;4.26315660721871e-05
"2695";24,6992491923593;NA;"+";"+";NA;NA;NA;NA;"+";NA;"+";NA;"+";0,0952083699426076;7;-523,252232692628;1061,37268243952;13,4111095242283;4.257868267944e-05
"1877";25,8014588593451;NA;NA;"+";NA;"+";NA;"+";NA;"+";"+";"+";NA;0,109860545388932;8;-522,134408022565;1061,39381604513;13,4322431298399;4.2131130895919e-05
"3665";24,8123864386628;NA;NA;NA;NA;"+";NA;"+";NA;NA;"+";"+";"+";0,0950316567861723;7;-523,265603553054;1061,39942416037;13,437851245081;4.20131582556074e-05
"2589";24,7512361038337;NA;NA;"+";"+";"+";NA;NA;NA;NA;"+";NA;"+";0,094999654211987;7;-523,268024723274;1061,40426650081;13,4426935855208;4.1911560290609e-05
"2001";25,7822010678587;NA;NA;NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;0,109727769843917;8;-522,144619901555;1061,41423980311;13,4526668878193;4.17030821960974e-05
"1683";25,1157176541551;NA;"+";NA;NA;"+";NA;NA;"+";NA;"+";"+";NA;0,0948736459861104;7;-523,27755710475;1061,42333126376;13,4617583484726;4.1513941447757e-05
"3588";24,4457161718448;"+";"+";NA;NA;NA;NA;NA;NA;NA;"+";"+";"+";0,0948326378922009;7;-523,280659035153;1061,42953512457;13,4679622092799;4.13853676072515e-05
"910";25,6739023649667;"+";NA;"+";"+";NA;NA;NA;"+";"+";"+";NA;NA;0,109621972615365;8;-522,152755765838;1061,43051153168;13,4689386163845;4.13651680549193e-05
"3609";24,7648346327438;NA;NA;NA;"+";"+";NA;NA;NA;NA;"+";"+";"+";0,0948253958045201;7;-523,281206825879;1061,43063070602;13,4690577907309;4.13627032949226e-05
"2701";24,7786266411118;NA;NA;"+";"+";NA;NA;NA;"+";NA;"+";NA;"+";0,094810615874538;7;-523,282324764585;1061,43286658343;13,4712936681422;4.13164881655932e-05
"1556";25,1306852737062;"+";"+";NA;NA;"+";NA;NA;NA;NA;"+";"+";NA;0,0947946691552895;7;-523,283530937568;1061,4352789294;13,4737060141099;4.12666833764132e-05
"1644";23,8157538976266;"+";"+";NA;"+";NA;"+";"+";NA;NA;"+";"+";NA;0,1243563953348;9;-521,010263038268;1061,43784891118;13,4762759958912;4.12136901194046e-05
"3860";25,2151380819442;"+";"+";NA;NA;"+";NA;NA;NA;"+";"+";"+";"+";0,124349192677081;9;-521,010826206416;1061,43897524748;13,4774023321875;4.11904864162695e-05
"3754";24,2249897525402;"+";NA;NA;"+";NA;"+";NA;"+";NA;"+";"+";"+";0,124322521158596;9;-521,01291158377;1061,44314600218;13,4815730868943;4.11046782110618e-05
"3987";25,2195403211462;NA;"+";NA;NA;"+";NA;NA;"+";"+";"+";"+";"+";0,124308466869426;9;-521,014010426911;1061,44534368847;13,4837707731772;4.10595354242913e-05
"970";25,4307444402623;"+";NA;NA;"+";NA;NA;"+";"+";"+";"+";NA;NA;0,109517411646295;8;-522,160795611768;1061,44659122354;13,4850183082447;4.10339318053265e-05
"1814";25,7792367435924;"+";NA;"+";NA;"+";NA;NA;NA;"+";"+";"+";NA;0,109493739224439;8;-522,162615687932;1061,45023137586;13,4886584605738;4.09593148489797e-05
"1938";25,7550759874264;"+";NA;NA;NA;"+";NA;NA;"+";"+";"+";"+";NA;0,109471583629531;8;-522,164319097636;1061,45363819527;13,4920652799817;4.08896037447401e-05
"2642";24,769787233443;"+";NA;NA;NA;"+";NA;"+";NA;NA;"+";NA;"+";0,0946152433974887;7;-523,297100823481;1061,46241870123;13,5008457859349;4.07104815238253e-05
"2713";24,7390972755304;NA;NA;NA;"+";"+";NA;NA;"+";NA;"+";NA;"+";0,0946003257099201;7;-523,298228920163;1061,46467489459;13,5031019792998;4.06645820590614e-05
"536";25,1164243377091;"+";"+";"+";NA;"+";NA;NA;NA;NA;"+";NA;NA;0,0945623304338082;7;-523,301102092892;1061,47042124005;13,5088483247569;4.05479133757714e-05
"663";25,1183308905584;NA;"+";"+";NA;"+";NA;NA;"+";NA;"+";NA;NA;0,0945589414896573;7;-523,301358356314;1061,47093376689;13,509360851602;4.05375237600082e-05
"2964";25,1760445169465;"+";"+";NA;NA;"+";NA;NA;"+";"+";"+";NA;"+";0,124137055534767;9;-521,027410907972;1061,47214465059;13,5105717352988;4.05129880749085e-05
"2761";24,4871669840723;NA;NA;NA;"+";NA;NA;"+";"+";NA;"+";NA;"+";0,094480986941717;7;-523,307252818278;1061,48272269082;13,5211497755288;4.02992797181446e-05
"3777";24,7968060427187;NA;NA;NA;NA;NA;NA;"+";"+";NA;"+";"+";"+";0,0944314403236908;7;-523,310998976936;1061,49021500814;13,5286420928446;4.01485946438409e-05
"3817";24,1577626712411;NA;NA;NA;"+";NA;"+";"+";"+";NA;"+";"+";"+";0,1239304011552;9;-521,043563111677;1061,504449058;13,5428761427088;3.98638704910403e-05
"2664";23,9113942293946;"+";"+";"+";NA;NA;"+";"+";NA;NA;"+";NA;"+";0,12387332609923;9;-521,048023453823;1061,51336974229;13,5517968270008;3.96864599393938e-05
"2586";24,7266700975331;"+";NA;NA;"+";"+";NA;NA;NA;NA;"+";NA;"+";0,0942257782551539;7;-523,326546642414;1061,52131033909;13,5597374238009;3.95292052316197e-05
"3019";24,7274628074286;NA;"+";NA;"+";NA;NA;"+";"+";"+";"+";NA;"+";0,123803063373245;9;-521,053513996587;1061,52435082782;13,5627779125284;3.94691568358456e-05
