"ID";"Intercept";"E-046";"J-078";"J-088";"J-059";"J-043";"J-067";"J-048";"J-076";"E-045";"J-092";"E-005";"J-068";"adj.R2";"df";"LL";"AICc";"ΔAICc";"weight"
"987";25,1984483807905;NA;"+";NA;"+";"+";NA;"+";"+";"+";"+";NA;NA;0,123719246560395;9;-521,060063121287;1061,53744907722;13,5758761619297;3.9211512997594e-05
"3628";23,7765296455568;"+";"+";NA;"+";NA;"+";NA;NA;NA;"+";"+";"+";0,123709794489446;9;-521,06080163062;1061,53892609589;13,5773531805958;3.91825656195536e-05
"715";24,4525909218335;NA;"+";NA;"+";NA;NA;"+";"+";NA;"+";NA;NA;0,0940859717144685;7;-523,337113739412;1061,54244453309;13,5808716177962;3.91136955178549e-05
"2670";23,9691808396051;"+";NA;"+";"+";NA;"+";"+";NA;NA;"+";NA;"+";0,123642840619556;9;-521,066032643335;1061,54938812131;13,5878152060241;3.89781362730384e-05
"1883";25,1776169728846;NA;"+";NA;"+";"+";NA;"+";NA;"+";"+";"+";NA;0,12362334025896;9;-521,067556104268;1061,55243504318;13,5908621278918;3.89187998150156e-05
"860";25,1644873325398;"+";"+";NA;"+";"+";NA;"+";NA;"+";"+";NA;NA;0,123622094574546;9;-521,067653421909;1061,55262967846;13,5910567631736;3.89150125135199e-05
"4072";24,8883148216984;"+";"+";"+";NA;NA;"+";"+";"+";"+";"+";"+";"+";0,167810099356202;12;-517,525494857898;1061,56711874805;13,6055458327637;3.86341100835849e-05
"981";25,9673320856077;NA;NA;"+";NA;"+";NA;"+";"+";"+";"+";NA;NA;0,108706290021577;8;-522,223131908363;1061,57126381673;13,6096909014361;3.85541224810458e-05
"2699";24,2965997918233;NA;"+";NA;"+";NA;NA;NA;"+";NA;"+";NA;"+";0,0938911660828629;7;-523,35183515408;1061,57188736242;13,6103144471324;3.85421042260527e-05
"3855";24,8106201842398;NA;"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";"+";0,123484870766832;9;-521,078373025302;1061,57406888525;13,6124959699587;3.85000869055835e-05
"3684";23,9329462556;"+";"+";NA;NA;NA;"+";"+";NA;NA;"+";"+";"+";0,123418808103395;9;-521,083533088157;1061,58438901096;13,622816095668;3.83019357132131e-05
"918";25,8776309135253;"+";NA;"+";NA;"+";NA;NA;"+";"+";"+";NA;NA;0,108569646224751;8;-522,233627672747;1061,59225534549;13,6306824302026;3.81515836670915e-05
"3721";24,7309341984079;NA;NA;NA;"+";NA;NA;NA;"+";NA;"+";"+";"+";0,0937125721753497;7;-523,365328673411;1061,59887440109;13,6373014857952;3.80255286468248e-05
"983";25,4195014898504;NA;"+";"+";NA;"+";NA;"+";"+";"+";"+";NA;NA;0,123320692399274;9;-521,091196052206;1061,59971493906;13,638142023766;3.80095510541593e-05
"966";25,6988400508356;"+";NA;"+";NA;NA;NA;"+";"+";"+";"+";NA;NA;0,108518298563823;8;-522,237571328914;1061,60014265783;13,638569742538;3.80014232240458e-05
"856";25,3425204287026;"+";"+";"+";NA;"+";NA;"+";NA;"+";"+";NA;NA;0,123288971393243;9;-521,093673320652;1061,60466947595;13,6430965606594;3.79155077260392e-05
"1712";24,3444187512111;"+";"+";"+";"+";NA;"+";NA;"+";NA;"+";"+";NA;0,138070354722798;10;-519,929497448386;1061,6050266428;13,6434537275138;3.79087372492904e-05
"1879";25,3909255020882;NA;"+";"+";NA;"+";NA;"+";NA;"+";"+";"+";NA;0,123227938038948;9;-521,098439500161;1061,61420183497;13,6526289196779;3.77352255798486e-05
"3911";24,8053699616124;NA;"+";"+";NA;NA;NA;"+";NA;"+";"+";"+";"+";0,123222281875562;9;-521,098881181036;1061,61508519672;13,6535122814262;3.77185623326186e-05
"1933";25,7654638278534;NA;NA;"+";"+";NA;NA;NA;"+";"+";"+";"+";NA;0,108397161690952;8;-522,246874108798;1061,6187482176;13,6571753023047;3.76495436154957e-05
"1993";25,4864753766558;NA;NA;NA;"+";NA;NA;"+";"+";"+";"+";"+";NA;0,108396980777918;8;-522,24688800118;1061,61877600236;13,6572030870684;3.76490205772926e-05
"4035";24,8926744971242;NA;"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";"+";0,123093499210614;9;-521,108936845606;1061,63519652586;13,6736236105664;3.73411777282075e-05
"3640";24,4786610794604;"+";"+";"+";NA;"+";"+";NA;NA;NA;"+";"+";"+";0,137850901676131;10;-519,946926974441;1061,63988569491;13,6783127796241;3.7253730734111e-05
"660";24,9692523431025;"+";"+";NA;NA;"+";NA;NA;"+";NA;"+";NA;NA;0,0934195542095892;7;-523,387461654185;1061,64314036263;13,6815674473437;3.71931557778901e-05
"3979";24,9021894918229;NA;"+";NA;"+";NA;NA;NA;"+";"+";"+";"+";"+";0,122949368867615;9;-521,120189144072;1061,65770112279;13,6961282074994;3.69233587715972e-05
"1930";25,4703144895471;"+";NA;NA;"+";NA;NA;NA;"+";"+";"+";"+";NA;0,108125477028186;8;-522,26773370475;1061,6604674095;13,69889449421;3.6872323775752e-05
"605";25,0226289375952;NA;NA;"+";"+";"+";NA;"+";NA;NA;"+";NA;NA;0,0932988970736526;7;-523,396573358645;1061,66136377155;13,6997908562623;3.6855802002494e-05
"3810";24,3503109344817;"+";NA;NA;NA;NA;"+";"+";"+";NA;"+";"+";"+";0,122849364050792;9;-521,127995463632;1061,67331376191;13,7117408466197;3.66362453414091e-05
"291";25,599478377895;NA;"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;NA;0,0635278668145052;5;-525,608550746417;1061,67511676001;13,7135438447199;3.66032326837106e-05
"708";24,5486254359183;"+";"+";NA;NA;NA;NA;"+";"+";NA;"+";NA;NA;0,0931870003351229;7;-523,405022418228;1061,67826189072;13,7166889754287;3.65457169436153e-05
"729";25,0281809764845;NA;NA;NA;"+";"+";NA;"+";"+";NA;"+";NA;NA;0,0931602514452904;7;-523,407042009666;1061,6823010736;13,7207281583051;3.64719840068396e-05
"2754";24,6407970745405;"+";NA;NA;NA;NA;NA;"+";"+";NA;"+";NA;"+";0,0931308871932209;7;-523,409258997308;1061,68673504888;13,7251621335886;3.63912156333506e-05
"4030";24,9479846211093;"+";NA;"+";"+";"+";"+";NA;"+";"+";"+";"+";"+";0,167042975207742;12;-517,588576997741;1061,69328302774;13,731710112449;3.627226600418e-05
"2575";24,1086772890703;NA;"+";"+";"+";NA;NA;NA;NA;NA;"+";NA;"+";0,0930399293036999;7;-523,416125821168;1061,7004686966;13,7388957813089;3.61421795874419e-05
"2732";23,8695910363886;"+";"+";NA;"+";NA;"+";NA;"+";NA;"+";NA;"+";0,122670178936067;9;-521,141980327936;1061,70128349052;13,7397105752273;3.61274583722722e-05
"3605";25,087454364544;NA;NA;"+";NA;"+";NA;NA;NA;NA;"+";"+";"+";0,0930060415441835;7;-523,418683985926;1061,70558502612;13,744012110825;3.60498400975138e-05
"655";24,9016925853368;NA;"+";"+";"+";NA;NA;NA;"+";NA;"+";NA;NA;0,092945096211239;7;-523,423284468775;1061,71478599181;13,7532130765228;3.5884374329486e-05
"717";25,1092167549245;NA;NA;"+";"+";NA;NA;"+";"+";NA;"+";NA;NA;0,0929397590800523;7;-523,423687329546;1061,71559171335;13,7540187980642;3.58699208343564e-05
"2624";24,1809141574675;"+";"+";"+";"+";"+";"+";NA;NA;NA;"+";NA;"+";0,137365464819872;10;-519,985465871695;1061,71696348942;13,7553905741315;3.58453265203243e-05
"35";24,9714207410656;NA;"+";NA;NA;NA;"+";NA;NA;NA;NA;NA;NA;0,0482679404356094;4;-526,7152587775;1061,73354785803;13,7719749427392;3.55493194351652e-05
"1986";25,4894559825174;"+";NA;NA;NA;NA;NA;"+";"+";"+";"+";"+";NA;0,107645354629908;8;-522,304581355064;1061,73416271013;13,7725897948367;3.55383923280813e-05
"1720";24,4659447651144;"+";"+";"+";NA;"+";"+";NA;"+";NA;"+";"+";NA;0,137251675497929;10;-519,99449648519;1061,73502471641;13,7734518011209;3.55230784697194e-05
"3597";24,6390160930275;NA;NA;"+";"+";NA;NA;NA;NA;NA;"+";"+";"+";0,092800899164173;7;-523,434168010424;1061,73655307511;13,7749801598209;3.54959428362713e-05
"3653";24,6828217869401;NA;NA;"+";NA;NA;NA;"+";NA;NA;"+";"+";"+";0,0927968566314783;7;-523,434473103218;1061,7371632607;13,7755903454085;3.54851149317433e-05
"2895";24,5793885455155;NA;"+";"+";"+";NA;NA;"+";NA;"+";"+";NA;"+";0,12242427684152;9;-521,16116760727;1061,73965804919;13,7780851338957;3.54408785994533e-05
"1551";24,79134162774;NA;"+";"+";"+";NA;NA;NA;NA;NA;"+";"+";NA;0,0927740825144424;7;-523,436191856503;1061,74060076727;13,7790278519797;3.54241771573673e-05
"748";23,8331045296463;"+";"+";NA;"+";NA;"+";"+";"+";NA;"+";NA;NA;0,122392618130249;9;-521,163637486681;1061,74459780801;13,7830248927169;3.53534519142371e-05
"1656";24,3994668712583;"+";"+";"+";NA;"+";"+";"+";NA;NA;"+";"+";NA;0,137122535700966;10;-520,00474390982;1061,75551956567;13,7939466503806;3.51609171799409e-05
"3975";25,2867169105515;NA;"+";"+";NA;NA;NA;NA;"+";"+";"+";"+";"+";0,12218445331369;9;-521,17987541203;1061,7770736587;13,8155007434143;3.47840209021453e-05
"2709";25,0670511138426;NA;NA;"+";NA;"+";NA;NA;"+";NA;"+";NA;"+";0,0925119138229619;7;-523,455974515184;1061,78016608463;13,818593169342;3.47302789570454e-05
"3729";25,0499255235805;NA;NA;NA;NA;"+";NA;NA;"+";NA;"+";"+";"+";0,0925022221716776;7;-523,456705715858;1061,78162848598;13,8200555706892;3.47048934357634e-05
"800";25,4434279589337;"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";NA;NA;0,122122286303259;9;-521,184724011964;1061,78677085857;13,8251979432823;3.46157753080887e-05
"3691";23,7435271135808;NA;"+";NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";0,122115722452637;9;-521,18523592721;1061,78779468907;13,8262217737752;3.45980594998249e-05
"3012";24,8280375122999;"+";"+";NA;NA;NA;NA;"+";"+";"+";"+";NA;"+";0,122084915187447;9;-521,187638537226;1061,7925999091;13,8310269938072;3.45150336348622e-05
"1823";25,4887131057093;NA;"+";"+";"+";"+";NA;NA;NA;"+";"+";"+";NA;0,12206710030019;9;-521,189027853727;1061,7953785421;13,8338056268094;3.44671146241411e-05
"927";25,4914258103758;NA;"+";"+";"+";"+";NA;NA;"+";"+";"+";NA;NA;0,122055249693078;9;-521,189952022696;1061,79722688004;13,8356539647468;3.44352759008107e-05
"3602";24,9945142717153;"+";NA;NA;NA;"+";NA;NA;NA;NA;"+";"+";"+";0,0923763669611643;7;-523,466200335848;1061,80061772596;13,8390448106686;3.43769430068207e-05
"1625";24,987804994736;NA;NA;NA;"+";"+";NA;"+";NA;NA;"+";"+";NA;0,0923746022082511;7;-523,466333460895;1061,80088397605;13,8393110607628;3.43723668792686e-05
"980";25,2767635134587;"+";"+";NA;NA;"+";NA;"+";"+";"+";"+";NA;NA;0,122029721507918;9;-521,191942794507;1061,80120842366;13,8396355083692;3.43667913154467e-05
"846";25,3075164788233;"+";NA;"+";"+";NA;NA;"+";NA;"+";"+";NA;NA;0,107192537338576;8;-522,339315284648;1061,8036305693;13,8420576540052;3.4325195821312e-05
"1876";25,2683909770441;"+";"+";NA;NA;"+";NA;"+";NA;"+";"+";"+";NA;0,122012097613781;9;-521,193317129958;1061,80395709456;13,8423841792717;3.43195922568947e-05
"3717";25,1378669102695;NA;NA;"+";NA;NA;NA;NA;"+";NA;"+";"+";"+";0,0923524966249349;7;-523,468000985068;1061,8042190244;13,8426461091087;3.43150978885996e-05
"602";24,9544188178408;"+";NA;NA;"+";"+";NA;"+";NA;NA;"+";NA;NA;0,092290459033372;7;-523,472680544502;1061,81357814327;13,8520052279766;3.41548934839146e-05
"725";25,3366625456887;NA;NA;"+";NA;"+";NA;"+";"+";NA;"+";NA;NA;0,0922804849578235;7;-523,473432869465;1061,81508279319;13,8535098779032;3.41292075682175e-05
"2582";24,9939530021089;"+";NA;"+";NA;"+";NA;NA;NA;NA;"+";NA;"+";0,0922443448364071;7;-523,476158778759;1061,82053461178;13,8589616964903;3.40363011289187e-05
"2671";23,66059573058;NA;"+";"+";"+";NA;"+";"+";NA;NA;"+";NA;"+";0,121883405488754;9;-521,203351882763;1061,82402660017;13,8624536848808;3.3976925794297e-05
"2568";24,3972705407352;"+";"+";"+";NA;NA;NA;NA;NA;NA;"+";NA;"+";0,092204624951551;7;-523,479154570615;1061,82652619549;13,8649532802031;3.39344880367369e-05
"704";24,1675009962169;"+";"+";"+";"+";"+";"+";NA;"+";NA;"+";NA;NA;0,136674117999241;10;-520,040314586951;1061,82666091993;13,865088004643;3.39322022112794e-05
"2956";24,8455095004052;"+";"+";NA;"+";NA;NA;NA;"+";"+";"+";NA;"+";0,121833171713061;9;-521,207268456456;1061,83185974756;13,8702868322675;3.3844112916037e-05
"2003";25,3219226352857;NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";"+";NA;0,12181300201992;9;-521,208840962673;1061,83500475999;13,8734318447005;3.37909346606127e-05
"2794";24,0062965865392;"+";NA;NA;"+";NA;"+";"+";"+";NA;"+";NA;"+";0,121800881243348;9;-521,209785927286;1061,83689468922;13,8753217739261;3.37590185053182e-05
"3690";24,0033194806066;"+";NA;NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";0,121800412712511;9;-521,209822454804;1061,83696774425;13,875394828963;3.37577853946688e-05
"3647";24,151713577212;NA;"+";"+";"+";"+";"+";NA;NA;NA;"+";"+";"+";0,136457652510708;10;-520,057479076065;1061,86098989816;13,8994169828711;3.33547433663289e-05
"2832";24,7296155582976;"+";"+";"+";"+";NA;NA;NA;NA;"+";"+";NA;"+";0,121631696439476;9;-521,222974616882;1061,86327206841;13,9016991531184;3.33167044718058e-05
"1727";24,1880639796967;NA;"+";"+";"+";"+";"+";NA;"+";NA;"+";"+";NA;0,136437868865454;10;-520,059047592771;1061,86412693157;13,9025540162822;3.33024669031198e-05
"584";24,4067296628501;"+";"+";"+";NA;NA;NA;"+";NA;NA;"+";NA;NA;0,0919222161640891;7;-523,500450904772;1061,86911886381;13,9075459485171;3.32194487224857e-05
"1941";26,0069770405967;NA;NA;"+";NA;"+";NA;NA;"+";"+";"+";"+";NA;0,106764913748351;8;-522,372100537308;1061,86920107462;13,9076281593257;3.32180832516794e-05
"591";24,2348762052097;NA;"+";"+";"+";NA;NA;"+";NA;NA;"+";NA;NA;0,0919126795950671;7;-523,501169938091;1061,87055693044;13,9089840151541;3.31955714173482e-05
"2628";23,8981704621493;"+";"+";NA;NA;NA;NA;"+";NA;NA;"+";NA;"+";0,0918692007691909;7;-523,504448036563;1061,87711312739;13,9155402120984;3.30869312293067e-05
"2706";24,9457787321674;"+";NA;NA;NA;"+";NA;NA;"+";NA;"+";NA;"+";0,0917862511733819;7;-523,510701609882;1061,88962027403;13,9280473587373;3.28806653007089e-05
"161";26,0257008174899;NA;NA;NA;NA;NA;"+";NA;"+";NA;NA;NA;NA;0,047181330168077;4;-526,793386139509;1061,88980258205;13,9282296667573;3.28776682328159e-05
"1989";25,8164791942709;NA;NA;"+";NA;NA;NA;"+";"+";"+";"+";"+";NA;0,106601115096939;8;-522,384654576433;1061,89430915287;13,9327362375745;3.28036688648744e-05
"1869";25,3888117724778;NA;NA;"+";"+";NA;NA;"+";NA;"+";"+";"+";NA;0,106544716733047;8;-522,388976590382;1061,90295318076;13,9413802654731;3.26621968925946e-05
"2692";24,4882434679349;"+";"+";NA;NA;NA;NA;NA;"+";NA;"+";NA;"+";0,0916800097185995;7;-523,518710323587;1061,90563770144;13,9440647861475;3.26183851311526e-05
"1806";25,3751039263304;"+";NA;"+";"+";NA;NA;NA;NA;"+";"+";"+";NA;0,106517815439662;8;-522,391038039331;1061,90707607866;13,9455031633704;3.25949347936604e-05
"1611";24,3530164166719;NA;"+";NA;"+";NA;NA;"+";NA;NA;"+";"+";NA;0,091669474472315;7;-523,519504442515;1061,90722593929;13,9456530240029;3.25924925363885e-05
"2698";24,5673759590261;"+";NA;NA;"+";NA;NA;NA;"+";NA;"+";NA;"+";0,0916607374654704;7;-523,520163007939;1061,90854307014;13,9469701548512;3.25710353139852e-05
"2888";24,7159658540265;"+";"+";"+";NA;NA;NA;"+";NA;"+";"+";NA;"+";0,121328393209249;9;-521,246612065011;1061,91054696467;13,9489740493777;3.25384171978357e-05
"598";25,1548505391593;"+";NA;"+";NA;"+";NA;"+";NA;NA;"+";NA;NA;0,0915760902331975;7;-523,526543096386;1061,92130324703;13,9597303317444;3.23638907309264e-05
"4076";24,5380779168254;"+";"+";NA;"+";NA;"+";"+";"+";"+";"+";"+";"+";0,165615262087286;12;-517,705826233125;1061,92778149851;13,9662085832169;3.22592296162966e-05
"1621";25,2356180719258;NA;NA;"+";NA;"+";NA;"+";NA;NA;"+";"+";NA;0,0915329071752246;7;-523,52979769015;1061,92781243456;13,9662395192734;3.2258730633482e-05
"2788";23,9746344937366;"+";"+";NA;NA;NA;"+";"+";"+";NA;"+";NA;"+";0,121215187456253;9;-521,255432482879;1061,9281878004;13,9666148851134;3.22526767888406e-05
"2952";25,1883308309347;"+";"+";"+";NA;NA;NA;NA;"+";"+";"+";NA;"+";0,12120368748703;9;-521,256328438585;1061,92997971182;13,9684067965254;3.22237927603742e-05
"2795";23,8214659833656;NA;"+";NA;"+";NA;"+";"+";"+";NA;"+";NA;"+";0,121178094529916;9;-521,258322328468;1061,93396749158;13,9723945762903;3.21596060778688e-05
"722";25,1298770400931;"+";NA;NA;NA;"+";NA;"+";"+";NA;"+";NA;NA;0,0914791018674577;7;-523,533852638653;1061,93592233157;13,9743494162794;3.21281879927044e-05
"1604";24,4523196715974;"+";"+";NA;NA;NA;NA;"+";NA;NA;"+";"+";NA;0,0914733819362475;7;-523,534283697744;1061,93678444975;13,9752115344606;3.21143418296773e-05
"640";24,0696879890147;"+";"+";"+";"+";"+";"+";"+";NA;NA;"+";NA;NA;0,135832663895959;10;-520,10701301645;1061,96005777893;13,9984848636411;3.17428039287835e-05
"3657";24,3800121047027;NA;NA;NA;"+";NA;NA;"+";NA;NA;"+";"+";"+";0,0913093089731093;7;-523,546647227093;1061,96151150845;13,9999385931587;3.17197395866063e-05
"1671";25,32920167382;NA;"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";NA;0,0913032224673885;7;-523,547105825805;1061,96242870587;14,000855790584;3.17051962898909e-05
"1745";25,2247479701674;NA;NA;NA;NA;"+";NA;"+";"+";NA;"+";"+";NA;0,0912920534947035;7;-523,54794736414;1061,96411178254;14,0025388672525;3.16785263752691e-05
"3767";24,3863490965587;NA;"+";"+";NA;"+";"+";NA;"+";NA;"+";"+";"+";0,135738971678221;10;-520,114435576938;1061,97490289991;14,0133299846173;3.15080633125131e-05
"2637";24,2925193658803;NA;NA;"+";"+";NA;NA;"+";NA;NA;"+";NA;"+";0,0911924791086775;7;-523,555449447105;1061,97911594847;14,0175430331822;3.14417606706326e-05
"669";25,2637558763963;NA;NA;"+";"+";"+";NA;NA;"+";NA;"+";NA;NA;0,0911689064366453;7;-523,557225327153;1061,98266770857;14,021094793279;3.13859734255604e-05
"924";25,3540997693399;"+";"+";NA;"+";"+";NA;NA;"+";"+";"+";NA;NA;0,120844938123032;9;-521,284272503057;1061,98586784076;14,0242949254687;3.13357939495732e-05
"1820";25,3649458310883;"+";"+";NA;"+";"+";NA;NA;NA;"+";"+";"+";NA;0,120837565710804;9;-521,284846642845;1061,98701612034;14,0254432050456;3.13178079871863e-05
"1675";24,8639284405625;NA;"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";NA;0,0911114277216222;7;-523,56155537314;1061,99132780054;14,0297548852525;3.1250364525556e-05
"975";25,261612163777;NA;"+";"+";"+";NA;NA;"+";"+";"+";"+";NA;NA;0,120754556032556;9;-521,291310837902;1061,99994451045;14,0383715951589;3.11160164801097e-05
"3915";24,5532794116579;NA;"+";NA;"+";NA;NA;"+";NA;"+";"+";"+";"+";0,120749805955701;9;-521,291680721177;1062,000684277;14,0391113617095;3.11045093143047e-05
"3848";25,0460013876731;"+";"+";"+";NA;NA;NA;NA;NA;"+";"+";"+";"+";0,120745126487726;9;-521,292045104264;1062,00141304317;14,0398401278821;3.10931774219026e-05
"1618";25,0966526686653;"+";NA;NA;NA;"+";NA;"+";NA;NA;"+";"+";NA;0,0909684944717139;7;-523,57232178204;1062,01286061834;14,0512877030537;3.09157150419537e-05
"1947";25,3930991385816;NA;"+";NA;"+";"+";NA;NA;"+";"+";"+";"+";NA;0,120669941526289;9;-521,297899377634;1062,01312158991;14,0515486746237;3.09116812437898e-05
"2635";23,7788538418748;NA;"+";NA;"+";NA;NA;"+";NA;NA;"+";NA;"+";0,0909202779624601;7;-523,575953296063;1062,02012364639;14,0585507310984;3.08036477993105e-05
"1926";25,7532769801645;"+";NA;"+";NA;NA;NA;NA;"+";"+";"+";"+";NA;0,105753481936708;8;-522,449583089399;1062,0241661788;14,0625932635078;3.07414483090731e-05
"1565";25,2295417244234;NA;NA;"+";"+";"+";NA;NA;NA;NA;"+";"+";NA;0,0908642541318409;7;-523,580172590888;1062,02856223604;14,0669893207491;3.0673951932507e-05
"1866";25,1623804843783;"+";NA;NA;"+";NA;NA;"+";NA;"+";"+";"+";NA;0,105712123986015;8;-522,452749525164;1062,03049905033;14,0689261350374;3.06442614368818e-05
"2630";24,50101337165;"+";NA;"+";NA;NA;NA;"+";NA;NA;"+";NA;"+";0,0908190656996063;7;-523,583575655413;1062,03536836509;14,0737954497993;3.05697439087247e-05
"3703";24,3118983114766;NA;"+";"+";NA;"+";"+";"+";NA;NA;"+";"+";"+";0,13535413369968;10;-520,144915088071;1062,03586192217;14,074289006883;3.0562200882665e-05
"2694";24,961558085795;"+";NA;"+";NA;NA;NA;NA;"+";NA;"+";NA;"+";0,0908122034571418;7;-523,584092424519;1062,0364019033;14,0748289880119;3.0553950490612e-05
"3650";24,5364161256216;"+";NA;NA;NA;NA;NA;"+";NA;NA;"+";"+";"+";0,0908039514124582;7;-523,584713849127;1062,03764475252;14,0760718372262;3.05349694121961e-05
"3714";24,9199392244686;"+";NA;NA;NA;NA;NA;NA;"+";NA;"+";"+";"+";0,0907433339709614;7;-523,589278504952;1062,04677406417;14,0852011488776;3.03959054172816e-05
"1862";25,3918638791872;"+";NA;"+";NA;NA;NA;"+";NA;"+";"+";"+";NA;0,10560074130963;8;-522,461276446408;1062,04755289282;14,0859799775249;3.03840711207036e-05
"97";25,2238898756661;NA;NA;NA;NA;NA;"+";"+";NA;NA;NA;NA;NA;0,046067354606595;4;-526,87338867319;1062,04980764941;14,0882347341189;3.03498360798934e-05
"542";25,1594879777179;"+";NA;"+";"+";"+";NA;NA;NA;NA;"+";NA;NA;0,0906847705982562;7;-523,593688195021;1062,05559344431;14,0940205290146;3.02621639908794e-05
"3594";24,5135099289927;"+";NA;NA;"+";NA;NA;NA;NA;NA;"+";"+";"+";0,0906253124017548;7;-523,598164972911;1062,06454700009;14,102974084796;3.01269898023689e-05
"1663";24,0582579614408;NA;"+";"+";"+";"+";"+";"+";NA;NA;"+";"+";NA;0,135130551172672;10;-520,162616797148;1062,07126534033;14,109692425038;3.00259579050574e-05
"3590";24,8863564409612;"+";NA;"+";NA;NA;NA;NA;NA;NA;"+";"+";"+";0,0905727715634602;7;-523,602120679608;1062,07245841348;14,1108854981887;3.00080516643517e-05
"710";25,1890479670428;"+";NA;"+";NA;NA;NA;"+";"+";NA;"+";NA;NA;0,0904771259894331;7;-523,609321079179;1062,08685921262;14,125286297332;2.97927577333392e-05
"3644";24,1545102920002;"+";"+";NA;"+";"+";"+";NA;NA;NA;"+";"+";"+";0,13502671507741;10;-520,17083626151;1062,08770426905;14,1261313537607;2.97801721116907e-05
"1733";25,3590754939153;NA;NA;"+";NA;NA;NA;"+";"+";NA;"+";"+";NA;0,0903985867104961;7;-523,615233115077;1062,09868328442;14,137110369126;2.9617141516351e-05
"2574";24,4639690066674;"+";NA;"+";"+";NA;NA;NA;NA;NA;"+";NA;"+";0,09037186215745;7;-523,617244686629;1062,10270642752;14,1411335122314;2.95576243985455e-05
"3852";24,6734602775312;"+";"+";NA;"+";NA;NA;NA;NA;"+";"+";"+";"+";0,120090996228952;9;-521,342962173259;1062,10324718116;14,1416742658728;2.95496337823203e-05
"3667";24,4220218306787;NA;"+";NA;NA;"+";NA;"+";NA;NA;"+";"+";"+";0,105217853276465;8;-522,490580416837;1062,10616083367;14,1445879183841;2.95066164419845e-05
"2744";24,3799344251868;"+";"+";"+";NA;"+";"+";NA;"+";NA;"+";NA;"+";0,134844459305369;10;-520,185260891335;1062,1165535287;14,1549806134112;2.93536874891105e-05
"3908";24,6630260398696;"+";"+";NA;NA;NA;NA;"+";NA;"+";"+";"+";"+";0,119917495236334;9;-521,35646102816;1062,13024489097;14,1686719756747;2.91534277437695e-05
"2680";24,3331279090725;"+";"+";"+";NA;"+";"+";"+";NA;NA;"+";NA;"+";0,13474329183436;10;-520,193266478217;1062,13256470247;14,1709917871751;2.91196321189494e-05
